SubjectID,VideoID,Attention,Mediation,Raw,Delta,Theta,Alpha1,Alpha2,Beta1,Beta2,Gamma1,Gamma2,Label
0.0,9.0,48.0,40.0,-19.0,252000.0,35500.0,6190.0,8470.0,4300.0,7510.0,7790.0,10900.0,0.0
8.0,0.0,57.0,57.0,-18.0,146000.0,119000.0,49900.0,24600.0,9340.0,41600.0,11900.0,10600.0,0.0
5.0,0.0,23.0,44.0,24.0,122000.0,62800.0,44500.0,16400.0,18300.0,8430.0,4060.0,926.0,0.0
9.0,5.0,16.0,41.0,202.0,1300000.0,64100.0,40900.0,56800.0,8980.0,48300.0,129000.0,30800.0,1.0
8.0,6.0,41.0,60.0,-29.0,421000.0,497000.0,40600.0,42300.0,29000.0,22700.0,8700.0,7240.0,0.0
2.0,4.0,69.0,90.0,5.0,7860.0,5900.0,4120.0,9590.0,6480.0,10900.0,3140.0,8050.0,1.0
4.0,7.0,41.0,60.0,61.0,349000.0,73300.0,6180.0,38400.0,25300.0,25100.0,14800.0,29600.0,1.0
8.0,9.0,14.0,16.0,51.0,737000.0,212000.0,34800.0,33100.0,7650.0,9100.0,5040.0,3650.0,1.0
1.0,4.0,29.0,54.0,-2.0,14300.0,94900.0,9460.0,3630.0,10700.0,4430.0,2940.0,1710.0,1.0
7.0,6.0,80.0,69.0,37.0,95800.0,55600.0,24400.0,12300.0,30400.0,17200.0,11200.0,8260.0,0.0
2.0,9.0,56.0,53.0,23.0,3470.0,23600.0,2510.0,1890.0,4230.0,11000.0,2070.0,1720.0,0.0
9.0,6.0,24.0,75.0,-22.0,363000.0,37000.0,28500.0,28100.0,13900.0,6630.0,6570.0,1920.0,0.0
0.0,0.0,35.0,48.0,-156.0,1360000.0,316000.0,61600.0,18500.0,187000.0,171000.0,60100.0,18900.0,0.0
2.0,6.0,29.0,37.0,23.0,18200.0,19700.0,8030.0,5800.0,6520.0,7790.0,2120.0,2240.0,0.0
6.0,7.0,0.0,0.0,-2050.0,405000.0,50500.0,1280.0,34500.0,85000.0,16900.0,12900.0,11700.0,0.0
6.0,7.0,0.0,0.0,1160.0,23200.0,59400.0,2770.0,5690.0,9460.0,7000.0,3110.0,4150.0,0.0
6.0,4.0,0.0,0.0,2050.0,341000.0,168000.0,68400.0,31500.0,48000.0,482000.0,537000.0,81300.0,1.0
1.0,0.0,61.0,60.0,-45.0,203000.0,74700.0,14100.0,5070.0,9770.0,2510.0,1620.0,840.0,0.0
7.0,6.0,64.0,80.0,-75.0,536000.0,118000.0,49800.0,34100.0,34600.0,16100.0,30500.0,5230.0,0.0
7.0,6.0,30.0,64.0,201.0,599000.0,162000.0,28800.0,3500.0,7940.0,11500.0,27600.0,15400.0,0.0
8.0,5.0,27.0,38.0,69.0,322000.0,275000.0,64300.0,12300.0,33700.0,39700.0,6800.0,6710.0,1.0
5.0,3.0,16.0,51.0,12.0,831000.0,633000.0,53000.0,39600.0,29600.0,6870.0,4120.0,9090.0,1.0
2.0,6.0,69.0,56.0,32.0,8280.0,6820.0,539.0,3890.0,5810.0,9310.0,1400.0,2530.0,0.0
7.0,1.0,78.0,54.0,51.0,1070000.0,128000.0,32200.0,11700.0,17800.0,16700.0,27300.0,38000.0,1.0
1.0,2.0,53.0,51.0,4.0,245000.0,23500.0,5470.0,2100.0,2600.0,1680.0,995.0,1120.0,1.0
0.0,7.0,50.0,47.0,42.0,849000.0,204000.0,10400.0,32100.0,7580.0,37100.0,24500.0,17100.0,0.0
7.0,9.0,61.0,38.0,99.0,567000.0,211000.0,44300.0,16000.0,2630.0,62500.0,26700.0,22800.0,0.0
4.0,1.0,70.0,40.0,29.0,689000.0,100000.0,4930.0,2670.0,8120.0,31900.0,16100.0,14000.0,1.0
4.0,2.0,67.0,38.0,36.0,7620.0,25600.0,2670.0,2050.0,1590.0,3170.0,4830.0,2940.0,1.0
4.0,9.0,44.0,63.0,24.0,1760000.0,354000.0,86400.0,36800.0,20000.0,23100.0,10100.0,4630.0,0.0
7.0,3.0,37.0,47.0,141.0,440000.0,243000.0,19500.0,43400.0,28700.0,17800.0,10400.0,8210.0,1.0
0.0,5.0,43.0,48.0,186.0,231000.0,127000.0,130000.0,37000.0,21300.0,24000.0,46700.0,6920.0,1.0
3.0,8.0,37.0,66.0,13.0,2430000.0,142000.0,138000.0,48900.0,14700.0,9740.0,8100.0,7020.0,1.0
1.0,1.0,34.0,60.0,12.0,166000.0,129000.0,58300.0,26500.0,17300.0,14000.0,3880.0,8660.0,1.0
2.0,2.0,64.0,100.0,7.0,6140.0,6680.0,5800.0,12500.0,3860.0,7650.0,1780.0,2290.0,0.0
0.0,4.0,67.0,17.0,-12.0,125000.0,46500.0,7880.0,809.0,7080.0,14000.0,7620.0,8190.0,0.0
1.0,3.0,17.0,13.0,1.0,1040000.0,121000.0,45300.0,41100.0,8600.0,23300.0,9110.0,1720.0,1.0
5.0,9.0,43.0,67.0,26.0,359000.0,103000.0,34600.0,5950.0,5070.0,7150.0,3210.0,893.0,0.0
1.0,1.0,43.0,87.0,-2.0,261000.0,36600.0,21100.0,19600.0,5160.0,2290.0,2590.0,1310.0,1.0
2.0,0.0,66.0,80.0,35.0,19000.0,13000.0,6540.0,9150.0,2430.0,4650.0,4660.0,3820.0,0.0
4.0,1.0,30.0,20.0,122.0,382000.0,317000.0,15700.0,23100.0,22400.0,13100.0,11000.0,8650.0,1.0
5.0,0.0,57.0,50.0,-59.0,28300.0,18100.0,4350.0,2670.0,1440.0,2210.0,1700.0,301.0,0.0
6.0,9.0,0.0,0.0,-2050.0,2870000.0,158000.0,139000.0,66400.0,51800.0,40500.0,101000.0,49700.0,0.0
2.0,3.0,48.0,61.0,33.0,1860.0,6320.0,3540.0,1810.0,8160.0,6870.0,1120.0,1140.0,0.0
1.0,4.0,66.0,69.0,-11.0,169000.0,47700.0,11000.0,20300.0,28400.0,16900.0,3220.0,3430.0,1.0
5.0,1.0,67.0,54.0,114.0,1630000.0,192000.0,128000.0,17500.0,9580.0,22800.0,9830.0,2200.0,1.0
1.0,0.0,63.0,64.0,-26.0,18600.0,41300.0,16100.0,21600.0,36600.0,13000.0,2290.0,1900.0,0.0
8.0,1.0,48.0,51.0,-25.0,1510000.0,113000.0,35000.0,20300.0,3880.0,35500.0,19100.0,11000.0,0.0
8.0,6.0,44.0,47.0,265.0,1810000.0,323000.0,118000.0,109000.0,71000.0,28300.0,16000.0,8320.0,0.0
0.0,7.0,51.0,37.0,1.0,443000.0,101000.0,21000.0,25900.0,50500.0,54900.0,96000.0,8440.0,0.0
1.0,6.0,38.0,54.0,38.0,107000.0,41300.0,9770.0,7630.0,4550.0,3060.0,847.0,1430.0,0.0
6.0,6.0,0.0,0.0,-2050.0,115000.0,41900.0,12000.0,21200.0,22700.0,80500.0,96100.0,20000.0,1.0
5.0,8.0,17.0,54.0,-18.0,1540000.0,352000.0,341000.0,48100.0,31100.0,61500.0,52300.0,6870.0,1.0
2.0,4.0,66.0,63.0,72.0,9560.0,9100.0,13700.0,26500.0,14600.0,24700.0,9450.0,11600.0,1.0
6.0,5.0,0.0,0.0,2050.0,424000.0,140000.0,59400.0,88700.0,22600.0,410000.0,235000.0,121000.0,0.0
6.0,0.0,0.0,0.0,435.0,426000.0,200000.0,26500.0,17300.0,14600.0,10300.0,10200.0,5890.0,1.0
9.0,8.0,75.0,38.0,162.0,136000.0,90100.0,11900.0,1390.0,2650.0,17300.0,29700.0,5270.0,1.0
1.0,2.0,43.0,81.0,91.0,457000.0,123000.0,10700.0,42900.0,4730.0,15500.0,3880.0,4660.0,1.0
0.0,8.0,69.0,66.0,187.0,2300000.0,416000.0,194000.0,43300.0,11300.0,58600.0,46200.0,43100.0,1.0
3.0,9.0,21.0,24.0,134.0,2160000.0,503000.0,663000.0,126000.0,131000.0,93400.0,67900.0,19300.0,1.0
5.0,4.0,37.0,48.0,23.0,57700.0,6750.0,2680.0,745.0,207.0,855.0,465.0,107.0,0.0
0.0,9.0,70.0,43.0,-23.0,2920000.0,44900.0,10400.0,3370.0,6830.0,66500.0,12900.0,9070.0,0.0
8.0,8.0,70.0,47.0,157.0,2500000.0,839000.0,486000.0,721000.0,299000.0,430000.0,658000.0,263000.0,1.0
7.0,7.0,56.0,23.0,-72.0,10500.0,25400.0,4120.0,4700.0,31200.0,31900.0,8160.0,17400.0,1.0
0.0,4.0,48.0,66.0,17.0,739000.0,40600.0,11100.0,8270.0,11400.0,35900.0,69400.0,16700.0,0.0
0.0,4.0,69.0,66.0,-59.0,967000.0,41200.0,37000.0,13400.0,8190.0,51400.0,75000.0,12200.0,0.0
0.0,5.0,34.0,51.0,60.0,1400000.0,722000.0,178000.0,30800.0,61800.0,75100.0,68500.0,28500.0,1.0
7.0,6.0,54.0,70.0,92.0,344000.0,93700.0,15700.0,12600.0,7870.0,20300.0,20600.0,4760.0,0.0
3.0,0.0,21.0,50.0,68.0,1030000.0,53400.0,46900.0,6420.0,2680.0,12600.0,6710.0,2300.0,0.0
6.0,0.0,0.0,0.0,677.0,257000.0,268000.0,2780.0,17500.0,32200.0,5750.0,10600.0,11900.0,1.0
1.0,7.0,75.0,70.0,275.0,353000.0,43600.0,17700.0,25500.0,3020.0,11300.0,2780.0,3740.0,0.0
5.0,6.0,16.0,56.0,91.0,771000.0,1530000.0,354000.0,24100.0,104000.0,42200.0,50200.0,18100.0,1.0
7.0,8.0,47.0,11.0,102.0,690000.0,51300.0,7850.0,14500.0,14100.0,8880.0,5720.0,6840.0,0.0
4.0,0.0,64.0,30.0,7.0,13500.0,25800.0,1690.0,27600.0,36300.0,20400.0,7940.0,10900.0,0.0
9.0,2.0,38.0,81.0,-117.0,831000.0,78500.0,62000.0,26300.0,17800.0,16300.0,29100.0,4920.0,0.0
4.0,2.0,14.0,23.0,74.0,1620000.0,79100.0,6200.0,13200.0,6490.0,3970.0,7280.0,2970.0,1.0
3.0,8.0,41.0,61.0,60.0,726000.0,66800.0,8330.0,2740.0,5070.0,4410.0,2200.0,1360.0,1.0
9.0,4.0,61.0,37.0,-165.0,672000.0,96300.0,5540.0,17600.0,12600.0,74200.0,5800.0,1400.0,1.0
7.0,6.0,27.0,51.0,61.0,586000.0,276000.0,31400.0,11800.0,42100.0,27300.0,15300.0,18100.0,0.0
3.0,4.0,23.0,61.0,59.0,1920000.0,194000.0,220000.0,27500.0,26900.0,47300.0,32800.0,7540.0,1.0
6.0,1.0,0.0,0.0,2050.0,41900.0,79300.0,5550.0,4600.0,20600.0,139000.0,70000.0,17000.0,0.0
2.0,6.0,48.0,69.0,9.0,3280.0,21800.0,5980.0,5350.0,3300.0,3580.0,2330.0,6250.0,0.0
1.0,1.0,51.0,50.0,23.0,7460.0,6170.0,1670.0,2920.0,11800.0,4440.0,2700.0,1330.0,1.0
2.0,0.0,74.0,40.0,51.0,5100.0,14500.0,6440.0,2510.0,5220.0,7730.0,6640.0,3440.0,0.0
5.0,7.0,63.0,27.0,-51.0,1570000.0,71800.0,2600.0,14300.0,8420.0,11400.0,6270.0,869.0,0.0
6.0,1.0,0.0,0.0,-2050.0,142000.0,227000.0,3310.0,32600.0,25800.0,469000.0,184000.0,22100.0,0.0
9.0,7.0,41.0,57.0,120.0,207000.0,17300.0,4290.0,3590.0,1440.0,4890.0,1030.0,549.0,0.0
8.0,6.0,37.0,35.0,56.0,2270000.0,690000.0,40500.0,14600.0,13000.0,26700.0,22000.0,27500.0,0.0
7.0,1.0,29.0,54.0,18.0,628000.0,215000.0,16100.0,30200.0,3810.0,12300.0,5700.0,15800.0,1.0
2.0,2.0,57.0,83.0,37.0,15900.0,2150.0,9980.0,3900.0,4250.0,4970.0,2590.0,3020.0,0.0
1.0,3.0,29.0,23.0,-72.0,1640000.0,732000.0,225000.0,137000.0,49700.0,75000.0,33200.0,12200.0,1.0
4.0,4.0,30.0,40.0,-12.0,477000.0,81400.0,6770.0,9720.0,5290.0,4420.0,2400.0,3150.0,0.0
2.0,2.0,78.0,84.0,64.0,21500.0,1520.0,4990.0,4210.0,6840.0,5510.0,3860.0,3640.0,0.0
5.0,0.0,51.0,26.0,17.0,299000.0,329000.0,16200.0,7960.0,4980.0,16900.0,6690.0,1810.0,0.0
6.0,7.0,0.0,0.0,2050.0,452000.0,100000.0,14500.0,33000.0,45900.0,89500.0,17800.0,7330.0,0.0
1.0,9.0,27.0,64.0,22.0,320000.0,24200.0,1780.0,5090.0,3150.0,780.0,235.0,132.0,0.0
3.0,7.0,23.0,48.0,-291.0,1410000.0,111000.0,42500.0,12300.0,8550.0,4340.0,4130.0,1130.0,1.0
9.0,5.0,53.0,1.0,97.0,559000.0,126000.0,11400.0,13900.0,19000.0,9560.0,37200.0,13000.0,1.0
0.0,0.0,66.0,47.0,43.0,78300.0,52000.0,6470.0,16300.0,6310.0,35000.0,34500.0,15200.0,0.0
4.0,1.0,37.0,47.0,155.0,1420000.0,312000.0,127000.0,272000.0,58500.0,39700.0,38100.0,15600.0,1.0
5.0,5.0,41.0,27.0,-171.0,1080000.0,133000.0,18900.0,6880.0,42700.0,39900.0,18600.0,3350.0,1.0
3.0,7.0,51.0,67.0,27.0,1400000.0,185000.0,77200.0,32700.0,9400.0,17000.0,5230.0,3400.0,1.0
6.0,6.0,0.0,0.0,-1410.0,167000.0,63700.0,32800.0,18100.0,21700.0,96000.0,41200.0,30600.0,1.0
2.0,0.0,74.0,54.0,59.0,11100.0,3000.0,4180.0,8520.0,3040.0,5400.0,4750.0,1580.0,0.0
4.0,3.0,41.0,35.0,-1.0,189000.0,29500.0,3610.0,3310.0,7170.0,21600.0,15900.0,13900.0,1.0
5.0,9.0,47.0,51.0,-20.0,143000.0,61200.0,6480.0,1450.0,1110.0,1750.0,919.0,402.0,0.0
8.0,1.0,35.0,44.0,29.0,207000.0,109000.0,13100.0,5860.0,6340.0,15500.0,8230.0,4380.0,0.0
4.0,7.0,23.0,29.0,57.0,76200.0,203000.0,4000.0,11900.0,19000.0,18700.0,18500.0,12300.0,1.0
1.0,7.0,8.0,48.0,-89.0,337000.0,824000.0,142000.0,134000.0,23500.0,41000.0,36800.0,27800.0,0.0
1.0,3.0,20.0,37.0,2.0,1160000.0,472000.0,8110.0,13300.0,21200.0,27200.0,7250.0,4670.0,1.0
7.0,2.0,81.0,48.0,-44.0,188000.0,20400.0,9350.0,8900.0,38500.0,42800.0,18300.0,15100.0,0.0
5.0,1.0,47.0,70.0,92.0,678000.0,128000.0,87100.0,28100.0,21200.0,25900.0,12800.0,6080.0,1.0
0.0,0.0,88.0,48.0,51.0,8670.0,9610.0,3760.0,2980.0,9850.0,24600.0,15200.0,6990.0,0.0
6.0,3.0,0.0,0.0,-775.0,754000.0,251000.0,20700.0,20700.0,30000.0,46500.0,46600.0,24000.0,1.0
6.0,7.0,0.0,0.0,-2050.0,1540000.0,381000.0,55100.0,441000.0,70400.0,155000.0,61800.0,129000.0,0.0
4.0,1.0,21.0,50.0,57.0,2870.0,71300.0,1620.0,10200.0,4590.0,2810.0,1680.0,4090.0,1.0
6.0,9.0,0.0,0.0,2050.0,731000.0,70200.0,6010.0,31700.0,13100.0,13800.0,21200.0,9530.0,0.0
9.0,9.0,50.0,51.0,-350.0,1710000.0,341000.0,270000.0,107000.0,69800.0,91800.0,148000.0,11400.0,0.0
5.0,4.0,40.0,64.0,282.0,128000.0,23500.0,6780.0,5520.0,1470.0,5020.0,1800.0,673.0,0.0
0.0,5.0,75.0,16.0,-151.0,1190000.0,42300.0,19600.0,2790.0,8180.0,29300.0,25700.0,3680.0,1.0
2.0,4.0,69.0,61.0,41.0,61400.0,15600.0,4900.0,7170.0,11100.0,20300.0,16500.0,3620.0,1.0
0.0,8.0,47.0,37.0,71.0,1610000.0,152000.0,38400.0,21600.0,20500.0,37500.0,49100.0,44000.0,1.0
5.0,5.0,69.0,66.0,114.0,328000.0,20600.0,10700.0,8870.0,4910.0,6150.0,2470.0,466.0,1.0
3.0,5.0,48.0,54.0,86.0,996000.0,51800.0,5950.0,19800.0,9540.0,6030.0,4390.0,1500.0,0.0
2.0,8.0,57.0,83.0,23.0,4250.0,4050.0,6230.0,5380.0,5550.0,5610.0,2550.0,4440.0,1.0
1.0,5.0,53.0,61.0,-14.0,396000.0,15000.0,11100.0,50400.0,20000.0,12500.0,7330.0,7070.0,0.0
7.0,4.0,60.0,56.0,81.0,1470000.0,71800.0,49500.0,13700.0,12900.0,34800.0,23900.0,20000.0,1.0
1.0,4.0,38.0,84.0,74.0,320000.0,14500.0,6430.0,4980.0,10900.0,2730.0,1270.0,438.0,1.0
5.0,1.0,44.0,37.0,-54.0,603000.0,223000.0,27800.0,9030.0,36300.0,28400.0,10700.0,2040.0,1.0
7.0,3.0,16.0,61.0,-113.0,1420000.0,143000.0,37800.0,36000.0,34100.0,24000.0,14100.0,13200.0,1.0
4.0,8.0,17.0,29.0,19.0,442000.0,220000.0,8850.0,5810.0,44900.0,20100.0,10700.0,9940.0,1.0
8.0,4.0,54.0,60.0,45.0,102000.0,45000.0,16800.0,298.0,6370.0,3350.0,2370.0,717.0,1.0
4.0,4.0,30.0,40.0,-531.0,201000.0,306000.0,50300.0,6130.0,4140.0,35500.0,16700.0,10500.0,0.0
3.0,0.0,30.0,74.0,-84.0,654000.0,210000.0,24200.0,46600.0,15600.0,27100.0,11900.0,2110.0,0.0
1.0,1.0,53.0,67.0,441.0,35000.0,24400.0,5500.0,17500.0,27700.0,14200.0,9960.0,8380.0,1.0
8.0,8.0,40.0,67.0,13.0,1010000.0,85900.0,30100.0,24700.0,9890.0,17800.0,10000.0,1120.0,1.0
9.0,1.0,69.0,24.0,-257.0,414000.0,17300.0,23000.0,16600.0,19400.0,19200.0,3360.0,1330.0,0.0
7.0,1.0,43.0,63.0,18.0,1150000.0,100000.0,18900.0,18500.0,9150.0,12600.0,5570.0,3300.0,1.0
3.0,2.0,53.0,50.0,65.0,178000.0,52900.0,3690.0,2280.0,2650.0,2840.0,1100.0,1540.0,0.0
9.0,3.0,16.0,56.0,-86.0,1900000.0,581000.0,199000.0,310000.0,63600.0,83800.0,74700.0,6520.0,1.0
2.0,1.0,64.0,69.0,32.0,7820.0,12100.0,13000.0,10300.0,17800.0,10100.0,1850.0,1680.0,1.0
4.0,2.0,29.0,69.0,83.0,179000.0,101000.0,37500.0,17100.0,15700.0,18500.0,3400.0,3080.0,1.0
9.0,6.0,40.0,51.0,102.0,1670000.0,69300.0,42700.0,8880.0,6620.0,19200.0,3660.0,903.0,0.0
1.0,1.0,35.0,63.0,72.0,391000.0,235000.0,18800.0,9200.0,10900.0,10000.0,4660.0,2930.0,1.0
0.0,9.0,80.0,66.0,-34.0,20200.0,21600.0,10900.0,4170.0,5120.0,17300.0,19300.0,6630.0,0.0
4.0,8.0,60.0,48.0,28.0,65500.0,24800.0,7380.0,13400.0,4840.0,9450.0,7690.0,11200.0,1.0
0.0,1.0,41.0,53.0,76.0,2210000.0,221000.0,67300.0,34200.0,62400.0,65900.0,42700.0,8460.0,1.0
3.0,1.0,44.0,24.0,-26.0,89700.0,83700.0,13100.0,9200.0,11800.0,8330.0,4500.0,8320.0,0.0
3.0,8.0,41.0,66.0,-60.0,86100.0,31800.0,13500.0,4420.0,1090.0,3610.0,1660.0,760.0,1.0
5.0,3.0,43.0,66.0,-30.0,247000.0,32200.0,6730.0,205.0,1420.0,1870.0,1260.0,519.0,1.0
1.0,9.0,69.0,66.0,108.0,139000.0,17500.0,6720.0,3560.0,5900.0,4180.0,2210.0,1570.0,0.0
2.0,8.0,47.0,29.0,309.0,194000.0,155000.0,4510.0,3410.0,1910.0,1520.0,880.0,427.0,1.0
9.0,9.0,20.0,34.0,723.0,1100000.0,251000.0,21400.0,99800.0,39200.0,26300.0,40300.0,6900.0,0.0
1.0,6.0,29.0,54.0,77.0,127000.0,107000.0,24100.0,12500.0,54800.0,10700.0,15000.0,4250.0,0.0
1.0,0.0,53.0,70.0,64.0,2600000.0,102000.0,42000.0,22600.0,70400.0,5660.0,3820.0,2100.0,0.0
2.0,8.0,37.0,66.0,19.0,26400.0,4860.0,3470.0,12500.0,5710.0,2890.0,3800.0,1430.0,1.0
3.0,9.0,23.0,47.0,28.0,1360000.0,401000.0,69400.0,45400.0,53400.0,29300.0,13400.0,2790.0,1.0
3.0,8.0,50.0,54.0,52.0,2090000.0,196000.0,6390.0,45800.0,19200.0,21000.0,5350.0,3910.0,1.0
0.0,3.0,44.0,54.0,-97.0,203000.0,91300.0,18300.0,5870.0,11900.0,18200.0,16300.0,16000.0,0.0
8.0,4.0,37.0,69.0,9.0,1120000.0,372000.0,331000.0,220000.0,57400.0,109000.0,40100.0,16900.0,1.0
2.0,2.0,20.0,69.0,-3.0,7490.0,6650.0,865.0,29000.0,4210.0,5460.0,4710.0,1530.0,0.0
7.0,2.0,69.0,63.0,101.0,5310.0,11000.0,19400.0,10100.0,7860.0,19500.0,15000.0,6200.0,0.0
9.0,8.0,77.0,54.0,137.0,900000.0,39200.0,39200.0,10700.0,8710.0,15200.0,17200.0,12800.0,1.0
8.0,0.0,60.0,47.0,99.0,247000.0,78400.0,5500.0,10400.0,6980.0,23100.0,28100.0,13400.0,0.0
4.0,9.0,43.0,43.0,41.0,118000.0,17200.0,4490.0,484.0,5550.0,5430.0,1670.0,1010.0,0.0
6.0,1.0,0.0,0.0,-2050.0,659000.0,123000.0,17200.0,55600.0,45000.0,287000.0,180000.0,53500.0,0.0
0.0,2.0,34.0,44.0,21.0,333000.0,136000.0,3690.0,8350.0,3180.0,19500.0,14200.0,4680.0,1.0
8.0,2.0,47.0,44.0,103.0,309000.0,46800.0,11500.0,9600.0,2900.0,9770.0,2150.0,1320.0,0.0
0.0,9.0,44.0,40.0,-11.0,1800000.0,173000.0,40600.0,36100.0,51600.0,47900.0,31000.0,29200.0,0.0
9.0,7.0,24.0,43.0,-246.0,1700000.0,438000.0,22200.0,110000.0,29200.0,41800.0,32800.0,3090.0,0.0
4.0,4.0,50.0,35.0,84.0,851000.0,614000.0,17600.0,12800.0,9830.0,18900.0,8770.0,7120.0,0.0
3.0,6.0,64.0,43.0,-1.0,12900.0,13200.0,5300.0,20500.0,10500.0,11100.0,9160.0,15600.0,1.0
1.0,3.0,34.0,38.0,-4.0,253000.0,46700.0,22100.0,12500.0,2620.0,5470.0,7230.0,1220.0,1.0
7.0,1.0,37.0,35.0,41.0,649000.0,114000.0,13500.0,10100.0,5690.0,21400.0,10500.0,7530.0,1.0
7.0,0.0,38.0,20.0,50.0,880000.0,254000.0,13300.0,17400.0,22700.0,36800.0,35800.0,65600.0,1.0
7.0,1.0,40.0,23.0,12.0,99200.0,47200.0,6940.0,3030.0,7330.0,34900.0,17700.0,24300.0,1.0
1.0,9.0,53.0,61.0,-108.0,403000.0,155000.0,7690.0,16900.0,6700.0,9020.0,12800.0,7650.0,0.0
2.0,1.0,66.0,64.0,44.0,2660.0,7390.0,8150.0,3330.0,2220.0,2860.0,1300.0,2480.0,1.0
9.0,6.0,21.0,51.0,10.0,810000.0,139000.0,60500.0,86100.0,29100.0,27700.0,23400.0,7370.0,0.0
7.0,2.0,80.0,57.0,73.0,107000.0,41200.0,19900.0,25300.0,19600.0,25500.0,18700.0,17200.0,0.0
0.0,9.0,41.0,63.0,87.0,19300.0,55600.0,29800.0,29800.0,18500.0,21500.0,30400.0,6360.0,0.0
3.0,3.0,0.0,0.0,-56.0,425000.0,28800.0,9090.0,8130.0,11100.0,104000.0,1720.0,827.0,0.0
3.0,8.0,57.0,69.0,27.0,692000.0,59800.0,27100.0,7800.0,14300.0,16800.0,2260.0,997.0,1.0
6.0,9.0,0.0,0.0,2050.0,1590000.0,189000.0,74500.0,162000.0,112000.0,114000.0,79100.0,62800.0,0.0
1.0,9.0,41.0,75.0,6.0,35600.0,85900.0,19200.0,56200.0,26600.0,6870.0,11000.0,5390.0,0.0
6.0,4.0,0.0,0.0,1890.0,397000.0,71100.0,32000.0,71400.0,27200.0,247000.0,353000.0,149000.0,1.0
4.0,8.0,34.0,35.0,52.0,210000.0,133000.0,29400.0,6610.0,20500.0,25400.0,14000.0,13000.0,1.0
6.0,2.0,0.0,0.0,2050.0,1070000.0,130000.0,111000.0,36200.0,50900.0,372000.0,120000.0,89600.0,0.0
8.0,5.0,14.0,34.0,71.0,1010000.0,423000.0,141000.0,43400.0,69600.0,42400.0,19300.0,10300.0,1.0
2.0,6.0,60.0,84.0,25.0,24400.0,14800.0,8140.0,8500.0,4770.0,13900.0,2120.0,1590.0,0.0
7.0,8.0,57.0,24.0,39.0,18600.0,30800.0,6750.0,1300.0,9470.0,28800.0,19600.0,14500.0,0.0
2.0,6.0,64.0,64.0,29.0,6410.0,15400.0,8370.0,3120.0,7980.0,11500.0,5860.0,2000.0,0.0
1.0,2.0,29.0,66.0,200.0,814000.0,125000.0,55900.0,22200.0,27800.0,19100.0,9040.0,3750.0,1.0
9.0,0.0,47.0,78.0,291.0,833000.0,327000.0,13100.0,120000.0,47000.0,71000.0,56900.0,7970.0,1.0
1.0,7.0,74.0,63.0,121.0,107000.0,6330.0,3200.0,4680.0,2560.0,1480.0,1150.0,937.0,0.0
1.0,3.0,21.0,54.0,6.0,1570000.0,77300.0,232000.0,47900.0,32800.0,18600.0,9170.0,4860.0,1.0
9.0,4.0,53.0,61.0,83.0,2050000.0,1020000.0,99100.0,161000.0,51900.0,597000.0,108000.0,15700.0,1.0
8.0,4.0,38.0,67.0,29.0,611000.0,160000.0,3840.0,17300.0,8070.0,14800.0,4430.0,937.0,1.0
4.0,4.0,1.0,56.0,133.0,28200.0,20500.0,654.0,1190.0,1410.0,431.0,226.0,259.0,0.0
8.0,0.0,83.0,81.0,105.0,396000.0,38000.0,32500.0,29100.0,3660.0,12100.0,12700.0,7830.0,0.0
5.0,6.0,53.0,87.0,163.0,1200000.0,301000.0,103000.0,93900.0,23600.0,27800.0,25200.0,3880.0,1.0
3.0,6.0,43.0,56.0,117.0,1220000.0,392000.0,41900.0,36100.0,23900.0,42900.0,29700.0,11600.0,1.0
9.0,9.0,54.0,37.0,-253.0,757000.0,10800.0,7120.0,11600.0,4110.0,8540.0,7960.0,555.0,0.0
0.0,3.0,64.0,54.0,-3.0,618000.0,110000.0,3750.0,6340.0,8410.0,24500.0,13200.0,6420.0,0.0
8.0,1.0,30.0,50.0,-307.0,1340000.0,429000.0,44400.0,30800.0,15900.0,18000.0,14100.0,7290.0,0.0
2.0,7.0,23.0,57.0,-1.0,13700.0,7880.0,1390.0,3110.0,7700.0,3370.0,3110.0,1710.0,1.0
6.0,5.0,0.0,0.0,-2050.0,498000.0,155000.0,54400.0,21400.0,46500.0,23000.0,25600.0,10500.0,0.0
9.0,7.0,26.0,44.0,-40.0,836000.0,161000.0,22300.0,4790.0,4510.0,11700.0,13500.0,999.0,0.0
8.0,9.0,23.0,50.0,24.0,310000.0,69600.0,66700.0,33300.0,9100.0,5310.0,9600.0,4550.0,1.0
6.0,1.0,0.0,0.0,2050.0,667000.0,126000.0,40600.0,17300.0,11700.0,257000.0,219000.0,137000.0,0.0
9.0,5.0,50.0,48.0,44.0,1470000.0,35600.0,52300.0,5300.0,3250.0,12500.0,19100.0,5170.0,1.0
8.0,8.0,51.0,50.0,-1400.0,2030000.0,93700.0,84000.0,58400.0,111000.0,58500.0,26000.0,14700.0,1.0
9.0,6.0,13.0,40.0,29.0,148000.0,136000.0,79100.0,260000.0,45500.0,35300.0,26000.0,8270.0,0.0
6.0,9.0,0.0,0.0,2050.0,160000.0,140000.0,59600.0,68900.0,42700.0,124000.0,237000.0,79000.0,0.0
9.0,2.0,37.0,64.0,331.0,976000.0,249000.0,226000.0,135000.0,18000.0,76000.0,80400.0,8050.0,0.0
4.0,7.0,75.0,29.0,-23.0,19500.0,29600.0,2410.0,6950.0,19300.0,32900.0,18100.0,8420.0,1.0
